companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Metiora,NA,Junior Data Analyst,Madrid,"
Analizar la información de los clientes. Ser capaz de entender el dato del cliente y poder anticiparse a los posibles problemas que puedan surgir. 
Desarrollar nuevos sistemas de Data Analytics que nos ayuden a garantizar la fiabilidad de nuestros productos. 
Elaborar dashboards para la explotación de los datos y presentación de resultados a cliente. 
Ofrecer soporte técnico en nuestros proyectos. 
Grado o Máster en Ingeniería informática o titulación similar. 
Background en desarrollo de software. Tienes que ser capaz de entender y desarrollar código, especialmente Python. 
Manejo de bases de datos SQL/MongoDB. 
Conocimientos avanzados de algoritmia. 
Conocimientos de herramientas de visualización de datos. 
Al menos 1 o 2 años de experiencia en proyectos reales. 
Ganas de trabajar en equipo. 
Enfocado en la calidad, escalabilidad y código limpio. 
Curiosidad intelectual y persistencia para resolver problemas. 
Buen nivel de inglés. 
Proactividad y pasión por la tecnología. 
Ganas de meterte hasta en los charcos. 
Experiencia con Django 
Experiencia con PowerBI, Qlik o Tableau 
Conocimientos de algoritmia para desarrollo de procesos de grandes cantidades de datos. 
Oportunidad de prosperar en un entorno de emprendimiento de alto crecimiento. 
Participar de forma activa en el diseño de un producto tanto en la parte de desarrollo de software como de negocio. 
Grandes compañeros con los aprender y trabajar. 
Contrato indefinido, ¡buscamos relaciones a largo plazo! 
Salario competitivo entre 20.000€ y 26.000€. 
Beneficios sociales de la empresa (seguro de salud, tarjeta restaurante, plan de retribución flexible, etc...) 
Disfrute de nuestro espacio de “workation” TheCUBE Zahara. 
Eventos semanales de team building. 
Modalidad híbrida: teletrabajo 3 días por semana / 2 oficina (horario flexible entrada y salida, jornada intensiva verano, etc...)",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_02f19a12&cb=1661281878925&jobListingId=1008087514235&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-b04823080712d300-
Electronic Arts,4.1,Data Science Intern,Madrid,"Research, design, implement, and validate models. Work with Advanced Multi-lingual NLP techniques on different domains Perform advanced statistical/machine learning analyses on customer databases and other sources. Manipulate and process data, and create data visualizations to aid in your modeling efforts. Work with game teams/partners (internal clients) to understand their offerings/domain and create data science products and solutions to solve for their use cases. Communicate and present results to business leaders, product managers, analysts, and others throughout the organization. Implement and share new methodologies. STEM-related major. Experience with applied statistics or machine learning. Fluent in Python. Knowledge of at least one Deep Learning framework (e.g: Pytorch/Tensorflow) Experience using SQL or other query languages. Strong communication skills with the ability to create compelling stories for executives. Strong ability to build partnerships and collaboration across teams. A willingness to learn, share, and improve. Ability to drive projects through to completion. Interest in games is a big plus. Start Date (approx.): Sept 2022 Duration (Months): 6+6 Months",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_37517cb1&cb=1661281878924&jobListingId=1007889336426&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-b4dd5ecc7512320b-
Quental Technologies,2.9,Programador R Data Science. Remoto 100%,Madrid,"Estamos seleccionando para nuestro departamento nuevos compañeros con titulaciones afines a Matemáticas, Física, Informática o similar y experiencia en la codificación de programas para la creación de soluciones Machine Learning, Inteligencia Artificial, o Deep Learning con lenguaje de desarrollo R y trabajando sobre grandes volúmenes de datos de diverso ámbito y sectores. Funciones de colaborador técnico desarrollador con el desarrollo de programas para proyectos dentro del ámbito Data Science para la resolución de problemas con el desarrollo en R y uso de técnicas machine learning e inteligencia artificial más novedosas. Experiencia demostrable en tareas de programación de proyectos de análisis estadístico , análisis de datos y/o soluciones machine learning en el ámbito de la investigación o casos de uso real
Perfiles de uno a tres años de experiencia
 Valorable:
Conocimientos y/o experiencia con lenguajes de programación Python
Experiencia en el desarrollo de modelos predictivos ML y su validación.
 Contrato indefinido y plan de retribución flexible con interesantes beneficios sociales Conciliación entre la vida personal y profesional, apoyado en un modelo de teletrabajo total. Desarrollo de carrera en un ambiente colaborativo y con bonificaciones a tu formación, para que siempre estés actualizado y a la última en cuanto a tecnología y tendencias en transformación digital. Entorno salarial negociable en función de la experiencia aportada. Inclusión en el programa de beneficios y descuentos, para disfrutar de tus eventos, vacaciones, compras diarias y caprichos, beneficiándote de todos los descuentos que aporta el Quental Club Benefits!",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_da9ae7ff&cb=1661281878925&jobListingId=1007582119602&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-2ab14f35631ddb8b-
Grupo Lanit,4.3,Consultor/a Data Science,Spain,"Somos una empresa innovadora y queremos contar con gente innovadora. Personas dinámicas con ganas de aprender y aportar al equipo su experiencia y conocimiento.
En Lanit aprenderás
En Lanit buscamos gente experta y gente con ganas de aprender. Nuestros proyectos son especiales y la formación continua es parte de nuestra naturaleza.
En Lanit crecerás como profesional
Formarás parte de un equipo experto y participarás en proyectos para empresas de primer nivel. Queremos que te quedes y crezcamos contigo, pero entendemos que algún día quieras volar y conocer otros mundos.
La vida no es solo trabajo
Porque la vida no es solo trabajo, en Lanit tenemos flexibilidad horaria y podrás trabajar desde casa cuando lo necesites. Te dotamos de procesos, herramientas y tecnología para que el proyecto fluya.
Buscamos tituladxs o estudiantes de último curso de Matemáticas, Estadística, Econometría o ingeniería. Con experiencia o conocimiento de técnicas de modelización (logit, GLM, series temporales, árboles de decisión, clustering, etc.), lenguajes de programación estadística (SAS, R, Python, Matlab, etc.)Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_fe881ba3&cb=1661281878925&jobListingId=1007885876111&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-8a3f818f2306c3b3-
Back Market,4.0,Senior Data Scientist (open to full remote in Spain),Barcelona,"Help build Back Market's in-house recommendation engine 
Work with machine learning engineers to industrialize models and monitor their impact with A/B testing 
Improve existing ML models currently in production 
Perform deep dive analysis using data science tools to provide high value business insights related to product recommendation 
Help grow data science at Back Market through a data science chapter 
You have a proven track record in in-house recommendation systems 
You have a pragmatic mindset. You will be in charge of implementing solutions that bring value with the right tools 
You have experience with machine learning and data science use cases running in production 
You have the ability to deep dive into mathematical topics (data science, machine learning, statistics) 
You have the ability to vulgarize a technical topic to non-technical people 
 You have great verbal and written communication skills in English 
1st screening call
 Technical test & tech interview with the team 
Team fit interview with the rest of the team 
Stakeholders interviews 
Leadership / founder interview 
A meaningful job: through hard work, you will help avoid thousands of tons of electronic waste and fight against planned obsolescence. It counts! An attractive salary, equity, multiple benefits (meal tickets, health insurance, etc...), parental benefits, #remote friendly company, relocation package, internal events, etc… Technical challenges all day every day: you will have the freedom to innovate and adopt new ideas! Work with passionate experts who will share their knowledge and help you develop and grow! (Backademy, technical guilds, Meet-up & Conference) Grow your career with a flexible career path, BackMarket can help you evolve! A booming scale-up: our environment is rapidly growing in Europe, the USA and soon in Asia! A lot of fun: you will have the opportunity to work in a fast-paced, open-minded and friendly environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_64b83b74&cb=1661281878926&jobListingId=1008088269238&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-61a919297568717f-
Roche,4.2,Data Scientist,Spain,"
Work with stakeholders throughout the Service organization to identify opportunities for leveraging Customer Support data and other data to drive business decisions. 
Mine and analyze data from the SIQ database and other company databases (e.g. Salesforce.com, SAP) to drive optimization and improvement of product development, Customer Support and business strategies. 
Assess the effectiveness and accuracy of new data sources and data gathering techniques. 
Develop custom data models and algorithms to apply to data sets. 
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. 
Coordinate with different functional teams to implement models and monitor outcomes. 
Develop processes and tools to monitor and analyze model performance and data accuracy. 
Monitor operational activities of the Diagnostics Service organizations 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Translate problems into actionable data analytics solving the problem 
Define reporting and alerting requirements to identify improvement areas early 
Close collaboration with other members of GCS PLG and Global Service Finance as well as the wider GCS organization 
Main Service Business Analytics contact for GCS and Affiliates 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Propose corrective actions to improve Service business operations or to improve product designs 
You have a Bachelor’s degree (master preferred) in Data Science, IT, Economics, Applied Math or equivalent. 
You are proficient in English (Excellent verbal and written communication skills). 
You have approx. 4-5 years of working experience in a Data Scientist or Data Warehousing position. 
Ability to translate data analytics in actionable results for the senior management 
You are self-motivated, proactive, taking initiative and going beyond call of duty 
You have exceptional problem-solving skills and you are a good team player 
You have the ability to work comfortably in a cross-functional setting and with business senior executives 
You have experience working with SQL, Tableau, Data Management, Snowflake Data Cloud, Salesforce",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_05a0ffbe&cb=1661281878926&jobListingId=1008028159566&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-1362381d0c4a65dc-
Eli Lilly,4.0,Medical Science Liaison,Spain,"
Maintain and effectively communicate deep scientific knowledge 
Excel at customer engagement and support medical/scientific information needs of scientific experts. Provide deep and advanced disease state and product information. 
Connect with internal partners as appropriate and identify possible collaborative research or external collaborations. 
Synthesize complex data and effectively communicate meaningful clinical insights and unanswered customer questions they receive. 
Develop internal networks and collaborate effectively across functions with an active contribution to medical planning and strategy in the affiliate. 
The MSL will execute the role in a compliant manner, adhering to all internal and external requirements, procedures. 
Implements a strategic territory plan that is aligned to Lilly’s priorities while leveraging a deep knowledge of customers to prioritize their needs and preferences. 
Prioritizes customer-facing time and aligns with customer expectations. Incorporates Lilly strategic vision and evolving customer needs into future plans. Responsible steward of company resources. 
Delivers thoroughly optimized solutions to complex problems via methodical root cause analysis 
Master or Bachelor level degree in health sciences. 
At least 2 years of clinical research experience or industry experience in a therapeutic area. 
PhD level degree (in Diabetes preferred) or Postgraduate studies in Pharmaceutical Medicine or Clinical Research. 
Excellent English (C1/Advance). 
Residence in Sevilla. 
Willing to travel up to 80% of time. 
Communication, interpersonal and organizational skills. 
Knowledge/Experience in Diabetes will be valued. 
Highly motivated and capable of comprehending large amounts of scientific content, which is then communicated in a clear, concise fashion. 
Strong interpersonal skills, including capability to engage in professional relationship building and networking. 
Demonstrated success in self-managing priorities and multi-tasking projects. 
Ability to work effectively and share information within a team environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_b60011ce&cb=1661281878925&jobListingId=1007989893244&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-7321f220537ebc6f-
Serviguidebpo,NA,[2022/0373] Data Science Estructura Madrid,Madrid,"
Contrato indefinido. Participación en proyectos y tecnologías innovadores. Proyectos indefinidos (gran estabilidad). Teletrabajo 3 días en semana. Buen ambiente laboral Desarrollo profesional Horario: L - J 8:30h, V 6h. PySpark SQL ML NLP (Scikit - Learn, Pytorch, Tensorflow, Huggingface, Spacy.) AWS GIT Google AI Plantform. Servicios de tratamiento de voz y texto de AWS como Comprehend, Polly, Text, o, Textract",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a33fa65&cb=1661281878925&jobListingId=1007898450888&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-5aa208a5b09c4336-
Spark Digital & Analytics,NA,Data Scientist,Spain,"Apply data science and machine learning techniques to analyse and derive insights from a wide range of datasets Develop advanced diagnostic and predictive models Prepare datasets from application engineering and internal product testing. Apply visualisation techniques to communicate data insights in layman terms Identify opportunities that leverage existing data to drive business solutions. Coordinate with different functional teams to implement models and monitor outcomes Building data processing pipelines to quickly iterate on research ideas and put them into production. Taking end-to-end ownership of problem domains and continuously improving upon quantitative solutions. 3+ years of experience in a Data Science role manipulating data sets and building statistical models. Bachelor’s degree in Computer Science, Statistics, Informatics, Mathematics, Information Systems, or another quantitative field Demonstrated strengths in Python and data sciences tool: R. We’re a hybrid work environment. You’re always welcome and encouraged to join at our office in Malaga Unlimited holidays (we pay and reward people for their expertise, not time given!) A knowledgeable, high-achieving experienced and most importantly, fun team An international and diverse work atmosphere The chance to be part of a rapidly growing startup and the next success story in Software Engineering and Product Delivery Team activities and meets worldwide Market beating salary, rates; employee stock option plan.",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_680dff2a&cb=1661281878924&jobListingId=1007652507646&cpc=1FDE87803EF93CD3&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-ae501dff8b6ce120--6NYlbfkN0CLaaBpoOG4zOYWEHwaOTN323lwbaK1NuYbC0YqTV2ObTkglg2Bn3o8gCaOCjBHwJpIxx7or5iZtBSHUpBukWW8noxhZXokQo8UXCSLFU8Y4Pwq87H7zFz8pXJt2Vr7XcDbS-vMd-ur1EzQmXIiE4LcAA-4RvajLSoer_V-pD-ZfvF3sqNDDQPuZ9gCz9350Le5Y_o5yYquFfhnGYpJBqK4RkuQw056sIG7pwTGFbbHwN5oFwztldLWqKmzoEbCEOsI7bW2Qqy_8AXhtmINhuCtS-riFaZYulHlnnfEmCz9QyVnN3tWmaa3eD6XKeIT4ve2023-Fvt5_vGFflYeCDrKGUcYKER9aoCnVqHnP_MdIOXWliy2IfBtR-FHbHLf6FLxrGOLHVa7565gB5K-auxvv-w8Cexe0JzX87xbgFnl30874gegWkLCSTE2ytVJbYNakHnn30gKaWVXthjNvLiFuRQbUO5SVGcTMQj9e_q_kzTbULdHuqaa
Quibim,5.0,Data Scientist,Spain,"
Be part of a company with a real impact in the Healthcare sector, improving human health by development the finest AI solution in medical imaging. 
Autonomy to innovate and deliver new approaches that impact the bottom and the top line of Quibim. 
Grow and collaborate in a fast-paced environment where every day is day one. 
Work from home or come to the office to co-create the best solution for our customers. 
Be part of an international team who will inspire you and will also learn from you every dat, in a great working environment, where innovation, science, respect and integrity are part of our DNA.


 Design and develop medical imaging analysis algorithms.
 Research activities in the framework of internal and external projects. 
Participate in planning and executing activities focused on publishing about Quibim’s scientific research. 
Customer interaction to improve the product and to see the use of the developments at the customers premises. 
Documentation and regulatory related tasks. 
Python Development. 
AI Frameworks (Tensorflow and PyTorch). 
Machine Learning. 
Deep Learning. 
Image preprocessing (MRI is a plus). 
Git. 
English. 
Integrity and proactivity. 
HPC clusters knowledge. 
Cloud computing.
 Docker and CI/CD technologies.",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=00000182cc1dc229842ed9354b1e05bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_3b9cf340&cb=1661281878925&jobListingId=1007892447148&jrtk=3-0-1gb61rgigm6ok801-1gb61rgj1ghrk800-850978b0698a351b-
MBD Consultores,3.5,Prácticas Data Analytics,Madrid,"Apoyo a proyectos de Data Analytics/Data Science, desarrollando tareas de manipulación de bases de datos y análisis cuantitativos/datamining de datos. Estudiante de Carreras Técnicas (Ingenierías, Matemáticas,…), ADE o Master relacionado con Data Analytics/Data Science y Big Data. Manejo de Office (Excel y PowerPoint). Capacidad analítica y facilidad para el trabajo en equipo. Inquietud por ampliar conocimientos. Se valorará el conocimiento y uso de herramientas de manejo de bases de datos (SAS, Business Objects), programación (SQL /SAS/Python/R) y herramientas de visualización (Tableau, PowerBI, MicroStrategy,…).",https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_5575a4d1&cb=1661281930619&jobListingId=1006550150095&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-3c95d1c06592f340-
Danone,4.0,Data Science,Barcelona,"2 years of experience in Data Science A MSc, PhD or other Advanced Degree in a field linked to computer science, applied mathematics, statistics, machine learning, or closely related fields Experience in Fast-Moving Consumer Goods (FMCG) industry is a plus. English is a must Programming: python (pandas, numpy), Spark, Git Modeling: supervised & unsupervised learning Data Science tools/modules: Databricks / MLFlow Explore the potential of a raw data set Build relevant and performant models and analyses Experience in data pipeline and industrialization is a plus Ability to work with a variety of competencies, from business, to Data Engineers Excellent written and verbal communications skill. In particular, a strong proven ability to communicate statistical and modeling results in a clear manner. Apply state-of-the-art algorithms and predictive models (Machine Learning/Deep Learning) to answer business problems. Build data pipeline and industrialize algorithms Share results with technical and business teams (Data Visualization/Story telling).",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_f76044bc&cb=1661281930618&jobListingId=1008075981336&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-b2a24f581ad936c7-
Serviguidebpo,NA,[2022/0373] Data Science Estructura Madrid,Madrid,"
Contrato indefinido. Participación en proyectos y tecnologías innovadores. Proyectos indefinidos (gran estabilidad). Teletrabajo 3 días en semana. Buen ambiente laboral Desarrollo profesional Horario: L - J 8:30h, V 6h. PySpark SQL ML NLP (Scikit - Learn, Pytorch, Tensorflow, Huggingface, Spacy.) AWS GIT Google AI Plantform. Servicios de tratamiento de voz y texto de AWS como Comprehend, Polly, Text, o, Textract",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_6bbe8184&cb=1661281930622&jobListingId=1007898450888&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-5aa208a5b09c4336-
Back Market,4.0,Senior Data Scientist (open to full remote in Spain),Barcelona,"Help build Back Market's in-house recommendation engine 
Work with machine learning engineers to industrialize models and monitor their impact with A/B testing 
Improve existing ML models currently in production 
Perform deep dive analysis using data science tools to provide high value business insights related to product recommendation 
Help grow data science at Back Market through a data science chapter 
You have a proven track record in in-house recommendation systems 
You have a pragmatic mindset. You will be in charge of implementing solutions that bring value with the right tools 
You have experience with machine learning and data science use cases running in production 
You have the ability to deep dive into mathematical topics (data science, machine learning, statistics) 
You have the ability to vulgarize a technical topic to non-technical people 
 You have great verbal and written communication skills in English 
1st screening call
 Technical test & tech interview with the team 
Team fit interview with the rest of the team 
Stakeholders interviews 
Leadership / founder interview 
A meaningful job: through hard work, you will help avoid thousands of tons of electronic waste and fight against planned obsolescence. It counts! An attractive salary, equity, multiple benefits (meal tickets, health insurance, etc...), parental benefits, #remote friendly company, relocation package, internal events, etc… Technical challenges all day every day: you will have the freedom to innovate and adopt new ideas! Work with passionate experts who will share their knowledge and help you develop and grow! (Backademy, technical guilds, Meet-up & Conference) Grow your career with a flexible career path, BackMarket can help you evolve! A booming scale-up: our environment is rapidly growing in Europe, the USA and soon in Asia! A lot of fun: you will have the opportunity to work in a fast-paced, open-minded and friendly environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_5ca96560&cb=1661281930622&jobListingId=1008088269238&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-61a919297568717f-
Ericsson,4.2,Data Scientist,Spain,"
Drive Data science leadership 
Synthesize problems into data question(s) 
Decide approach for data science 
Design & perform data science experiments 
Develop Data Science Infrastructure &Tools 
Convert data into useful insights. 
Act in external relations 
Common and advanced Clustering algorithms including probability density and distribution based. 
Convolutional Neural networks 
Recurrent Neural Networks 
Bayesian-based probabilistic graphical models 
Deep Autoencoders 
Latest machine reasoning techniques 
Reinforcement learning 
Quantum computing 
Clean clustering of high dimensional data with noise 
Application of autoencoders to high-dimensional data 
Application of CNN to high-dimensional temporal data 
Application of RNN to high-time series data for forecasting 
Application of Bayesian dimensional networks for causal reasoning 
Auto learning of network structure from data for probabilistic graphical models 
Application of supervised and unsupervised technique 
Deep experienced programming skills in Python, ability to write object-oriented and scalable code 
JupyterHub and notebooks 
Solid skills in the use of current pioneering machine learning frameworks such as Tensorflow, Keras, scikit-learn, etc. 
Capable to handle large amounts high dimensional data (knowledge of MapReduce or PySpark is a plus) on daily basis 
Excellent data Visualization skills 
Ability to work independently and be a self-starter with high energy, enthusiasm and persistence",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_07f507c9&cb=1661281930620&jobListingId=1008044311214&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-81beb16b4bdf922f-
Grupo Lanit,4.3,Consultor/a Data Science,Spain,"Somos una empresa innovadora y queremos contar con gente innovadora. Personas dinámicas con ganas de aprender y aportar al equipo su experiencia y conocimiento.
En Lanit aprenderás
En Lanit buscamos gente experta y gente con ganas de aprender. Nuestros proyectos son especiales y la formación continua es parte de nuestra naturaleza.
En Lanit crecerás como profesional
Formarás parte de un equipo experto y participarás en proyectos para empresas de primer nivel. Queremos que te quedes y crezcamos contigo, pero entendemos que algún día quieras volar y conocer otros mundos.
La vida no es solo trabajo
Porque la vida no es solo trabajo, en Lanit tenemos flexibilidad horaria y podrás trabajar desde casa cuando lo necesites. Te dotamos de procesos, herramientas y tecnología para que el proyecto fluya.
Buscamos tituladxs o estudiantes de último curso de Matemáticas, Estadística, Econometría o ingeniería. Con experiencia o conocimiento de técnicas de modelización (logit, GLM, series temporales, árboles de decisión, clustering, etc.), lenguajes de programación estadística (SAS, R, Python, Matlab, etc.)Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_b32df6e1&cb=1661281930619&jobListingId=1007885876111&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-8a3f818f2306c3b3-
IQVIA,4.0,"Business Analyst, RWE",Trabajo en remoto,"
Liaise with stakeholders and subject matter experts to assemble business requirements. 
Working closely with the program management team and pillar leads to understanding business objectives for assigned research. 
Facilitate and drive project meetings with both business and technology teams. 
Interview users, stakeholders, and sponsors to assess departmental needs to create Business, functional and technical requirements documents. 
Analyze and document client's business requirements and processes; communicate requirements to technical personnel by constructing basic conceptual data and process models, including process flowcharts and technical specifications. 
Performs other duties as assigned/needed. 
Bachelor's degree/University degree or equivalent experience 
3 plus years of overall BA experience 
Experience with all phases of Software Development Life Cycle 
Comprehensive knowledge of the principles of business analysis 
Very comfortable with Agile methodology 
Results-driven, data-driven, entrepreneurial, and action-oriented 
Strong communication skills 
Demonstrated ability to work and multi-task in a dynamic, high-paced environment and effectively manage change. 
High energy, self-motivated, approachable, and articulate team player able to perform with minimal supervision. 
Strong attention to detail demonstrating accuracy in tracking and reporting data. 
Good problem-solving skills: able to anticipate and recognize problems, diagnose root causes, and propose solutions and alternatives to issues. 
Influence with and without authority in a cross-functional role. 
Ability to absorb and ingest: Complete and understand complex analysis of numbers and data focusing on health care data/bioinformatics; and read, analyze, and interpret complex written materials. 
High EQ to develop a team to meet company standards; respond appropriately to feedback to make improvements and maintain positive working relationships.",https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_8ce52263&cb=1661281930623&jobListingId=1008088122241&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-e8e10897f57c4649-
MBD Consultores,3.5,Especialista Data Science,Madrid,"Desarrollo de proyectos de Data Anaytics, realizando tareas de Data Management y de desarrollo de modelos estadísticos avanzados y machine learning. Validación de resultados, identificación de conclusiones y participación en la elaboración de presentaciones finales. Grado en Carreras Técnicas (Ingenierías, Matemáticas, Estadística, …). Experiencia de 6 meses como científico de datos en Departamentos de Análisis, Departamentos de Big Data o en Consultoría BI-Data Analytics. Conocimientos de programación en SQL y en Python o R. Capacidad analítica y facilidad para el trabajo en equipo. Inglés nivel B2. Se valorará máster específico relacionado con Data Science o Big Data. Se valorarán conocimientos en entornos Cloud (Google Cloud, Microsoft Azure, AWS) y herramientas Big Data.",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&cs=1_661eb9e3&cb=1661281930619&jobListingId=1006550150099&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-00eb878105001acf-
OLX,4.0,Junior Machine Learning Engineer (ML Hub),Trabajo en remoto,"
Work in multi-functional teams with people from different backgrounds 
Build effective solutions with machine learning 
Collaborate with Data Scientists and SREs to bring machine learning services to production 
Measure the impact of your models on company goals 
Collaborate with internal and external stakeholders 
Drive data science efforts across the organization 
Good knowledge of the best engineering practices 
Good knowledge of Python 
Experience in using machine learning frameworks in production settings: Scikit-Learn, TensorFlow or similar 
Good understanding of machine learning basics 
Experience bringing machine learning models into production 
Understanding of AWS and experience using AWS for deploying machine learning solutions 
Experience with building data pipelines using tools like AWS Batch, Spark and/or Airflow 
Exposure to other programming languages (Kotlin, Java, Go etc) is a plus 
Exposure to production infrastructure and best DevOps practices: monitoring, alerting, CI/CD, container-orchestrating platforms, and infrastructure-as-code tools (Grafana, Prometheus, Kubernetes, Terraform) 
Knowledge of MLOps practices and tools 
Permanent contract. 
Annual bonus of 10% of your base salary. 
Strengths-based personal career development. 
Company mobile phone, MacBook Pro or Windows Dell along with necessary accessories to make your work comfortable. 
Competitive compensation and benefits (medical care, sports package, and others). 
Training and conference budget. 
The opportunity to learn from each other and become better every day. 
A passionate and diverse team of data scientists spanning several tech hubs in Europe and around the world.",https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=00000182cc1e8bddb16a5362ace69b20&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9c3e6a4e&cb=1661281930620&jobListingId=1008065496870&jrtk=3-0-1gb61t31tklvl801-1gb61t32fjm5f800-7f61ad03bf19f11d-
