companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
H2i Pte.Ltd.,NA,Junior Software Engineer,Singapore,"Full stack web development with a variety of languages including but not limited to JavaScript, NodeJS, Python etc. Work with front- and back-end software developers, data scientists and water management consultants on H2i’s software product developments Write and support code documentation Team player Eventually, you will have the opportunity to learn how to support and upgrade existing code and maintain software integrity Minimum 2 years of programming ability in one or more of JavaScript, NodeJS, or Python Experience in HTML/DOM/CSS Working knowledge in SQL and NOSQL databases Experience in version control with GitLab/GitHub Experience with unit- and integration testing (e.g. Mocha, Cucumber etc.) Experience in CI/ CD Experience in working with messaging queues for e.g. ActiveMQ, RabbitMQ and event streaming platforms e.g., Apache Kafka is a plus Experience in docker development and deployment Experience in cloud development stacks from AWS Experience in DevOps Write and support code documentation Basic experience with UX/UI tools like Figma",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=0000018227318a47878a70b28c4c539a&src=GD_JOB_AD&t=SR&vt=w&cs=1_a623fa6b&cb=1658514934733&jobListingId=1007733181951&jrtk=3-0-1g8jj32kkkf2c801-1g8jj32l3jii2800-b3392dfbf5e69e96-
TikTok Pte. Ltd.,3.6,Backend Software Engineer - TikTok Account Team,Singapore,"Design, test, deploy and maintain backend services and core components of distributed systems. Conduct system designs and code reviews. Collaborate with other engineering teams to elevate technology and consistently apply best practices. Constantly evaluate and improve efficiency, scalability, and stability of our systems. BS or MS degree in Computer Science, Electrical Engineering, Computer Engineering or related areas. 3+ years experience in one or more programming languages such as Go, Java, C++, Python etc. Abilities to quickly ramp up on new technologies, tools and domain knowledge. Experience in backend server development and database solutions. Good problem-solving, analytical thinking capabilities and exceptional attention to details. Good communication and collaboration skills. Monday to Friday Bachelor's or equivalent (Required)",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000018227318a47878a70b28c4c539a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3fe075d&cb=1658514934733&jobListingId=1007961163508&jrtk=3-0-1g8jj32kkkf2c801-1g8jj32l3jii2800-20e8cd5e3c4b4a42-
GETS ASIA PTE. LTD.,4.0,Software Test Engineer,Queenstown Estate,"Verification & Validation Analyse business and system requirements and develop various test specifications which includes Functional Testing, System Integration Testing, and assist in User Acceptance Testing. Design, execute and maintain test scripts and test artefacts. Report and document bugs/defects Perform defect management and test management for assigned projects. Perform the collection, collation, analysis of statistics related to testing, compile and share lessons learned. Work with cross-functional teams to ensure quality throughout the software development lifecycle Testing Domain Expertise Continuously innovate and improve quality of test processes. Write and Update documents or knowledge based and impart knowledge. Any other duties and responsibilities as and when assigned Bachelor’s degree in Computer Science or equivalent And holder of ISTQB or ISEB or CSTE certification(s) will be an added advantage. Knowledge on test automation tools such as Selenium Webdriver/Grid and/or Unified Functional Testing (HP UFT) is an advantage. Experience in Agile Testing Environments is a plus. Minimum 3 years' experience in software development (including hands-on programming) with at least 1-2 years in Software Testing and be able to work well independently and in a team. Good knowledge and hands-on experience in commonly used tools such as Microsoft Azure DevOps, Atlassian JIRA, HP Quality Centre (HPQC) and other ALM. Ability to work independently and possesses strong interpersonal and communications skills (spoken and written), enjoy working with people and helping project team to resolve problems and able to manage conflicts and priorities. A team player with positive attitudes to learn, share and ability to stay focused when challenges arise. Possesses good attention to detail Ability to think out of the box and provide creative solutions Strong sense of responsibility and urgency; resourceful, strong problem-solving skills and able to work under pressure. Employee discount Health insurance Parental leave Professional development Work from home Monday to Friday 13th month salary Performance bonus Yearly bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=0000018227318a47878a70b28c4c539a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f5234b0&cb=1658514934730&jobListingId=1007750966156&jrtk=3-0-1g8jj32kkkf2c801-1g8jj32l3jii2800-117261c72a5e43fc-
Indeed,4.4,Software Engineer I (multiple roles) - Job Seeker,Singapore,"
1+ years experience as a Software Engineer successfully tackling challenging problems at scale 
Solid knowledge of data structures and algorithms and excellent programming skills 
Experience with Java, Javascript, Typescript, React 
Demonstrated ability to operate as a high-performing member of a small, cross-functional team",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000018227318a47878a70b28c4c539a&src=GD_JOB_AD&t=SR&vt=w&cs=1_82958fe0&cb=1658514934731&jobListingId=1007133972533&jrtk=3-0-1g8jj32kkkf2c801-1g8jj32l3jii2800-ebd90491e5a5306e-
Glints Singapore Pte Ltd,NA,Software Quality Engineer (MA),Singapore,"Work closely with the Lead/Senior QA Engineer and the Development team to design, develop and execute Functional/Performance/Security test cases and scripts for the in-house developed video analytics products Assist Product Manager to craft out user story acceptance criteria Develop and maintain manual and automation test plans for both Video Analytics models and Software Applications. This includes the monitoring and reporting of the models’ performance, functional correctness of the solution/application, tracking bug reports and resolution Work closely with DevOps team to ensure best practices are followed and provide solutions to improve existing infrastructure processes Evaluate new technologies and application testing-related tools, and provide recommendations on tools/processes that will enhance application functionality, performance and security capabilities Ensure good quality release as the products and solution are put into operation Learn and share knowledge in a multi-disciplinary team. Degree or Diploma in Computer Science, Computer or Electronics Engineering, Information Technology or related disciplines with min 3 years of practical QA experience Analytical and meticulous Good interpersonal skills and able to work as a team Good presentation and listening skills Hands-on experience test automation tools and frameworks such as Selenium, PyTest, JMeter etc. Good practical knowledge of Python, Java, JavaScript or other programming languages in Windows or Linux environment Experience in agile development environment Experience with continuous integration and continuous delivery, using Atlassian Bamboo or other similar tools will be an added advantage Certified Software Testing Professional and/or Certified Software Quality Analyst will be an added advantage Monday to Friday Quality assurance: 3 years (Preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=0000018227318a47878a70b28c4c539a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fc870048&cb=1658514934731&jobListingId=1008018869107&jrtk=3-0-1g8jj32kkkf2c801-1g8jj32l3jii2800-868d605008f757ee-
TikTok Pte. Ltd.,3.6,Backend Software Engineer - TikTok Account Team,Singapore,"Design, test, deploy and maintain backend services and core components of distributed systems. Conduct system designs and code reviews. Collaborate with other engineering teams to elevate technology and consistently apply best practices. Constantly evaluate and improve efficiency, scalability, and stability of our systems. BS or MS degree in Computer Science, Electrical Engineering, Computer Engineering or related areas. 3+ years experience in one or more programming languages such as Go, Java, C++, Python etc. Abilities to quickly ramp up on new technologies, tools and domain knowledge. Experience in backend server development and database solutions. Good problem-solving, analytical thinking capabilities and exceptional attention to details. Good communication and collaboration skills. Monday to Friday Bachelor's or equivalent (Required)",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f72f76e5&cb=1658514996900&jobListingId=1007961163508&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-20e8cd5e3c4b4a42-
Shopee,3.8,Frontend Software Engineer - Data Engineering,Singapore,"
Design, architect and implement a big data computing platform for efficient data exploration and processing, etc. Focus on the user experience and continuously improve the ease of use of the product. 
Build visualised data products that will help our business team, senior executives, sellers gain deep insight into their business and make decisions, explore the beauty of data visualisation. 
Participate in designing and implementing data tracking system, building tracking libraries for Shopee products including PC web and mobile web 
Minimum B.S. degree in Computer Science or a related technical field 
2~10+ years of working experience in frontend development 
Strong knowledge in JavaScript and CSS fundamentals 
Good sense in user experience 
Well versed in various browser technologies 
Hands-on experience in at least one frontend framework, understanding how it works 
Love technologies and embrace changes 
Enjoy teamwork 
Experience in data visualisation preferred 
Experience in event tracking and web analytics preferred",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc48da53&cb=1658514996896&jobListingId=1008019115140&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-d9f13e89d4649e9c-
Cynopsis Solutions Pte Ltd,NA,Software Engineer,Singapore,"To design, develop, test and deploy a suite of dynamic cloud-based RegTech solutions. Responsible for team project implementation and delivery using Agile methodology with exposure to full cycle scrum product development. Responsible for team provisioning of BAU maintenance, optimisation and enhancements based on product development needs and any client feedback. Possess hands-on programming, and solution architecture design skills with demonstrated willingness and capability to on-board new technologies quickly. Believe in good programming habits. Work with the team in writing elegant code, perform code review, and suggest changes to tools, policies and processes. Work closely with QAs to ensure quality delivery that meets key metrics. Work closely with DevOps to build frameworks and tools pipeline, define standards (e.g. REST API), improve overall efficiency of the development (e.g. CI/CD toolchain), hygiene of the code repository (e.g. GitHub), and manage the change & release process of deployments, upgrades and migrations. Preferably 2 to 3 years of professional software development experience with several full AGILE implementations. Less experienced and/or fresh graduates with a flair and passion in backend software engineering will be considered for the junior role. Good knowledge of software engineering and best practices including coding standards, code reviews, source control management, build processes, testing, and operations for scalable, multi-tenancy and high-volume solutions. High proficiency with using Java, Python, Django, Node.js, and comfortable with bash scripts on Linux-based systems, and using AWS (EC2, CloudFormation, CloudWatch, RDS, ECS etc.) is necessary. Extensive experience with Docker, container management, SQL databases and REST API service integration. Good understanding of OWASP security practices is a plus. An ability to perform in a fast-paced, multi-time zone environment. Additional leave Dental insurance Health insurance Professional development Promotion to permanent employee Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d322dd73&cb=1658514996897&jobListingId=1008007451330&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-e456afb4f3f5ec02-
Anacle Systems Limited,NA,Full Stack Software Engineer,Singapore,"Develop web application prototypes, new technologies and products Build highly responsive and scalable web applications Build fully functional web applications, writing clean and maintainable code Build web applications with interfaces to backend database Build regularly automated tasks to perform functions specific to the project requirements Build interfaces to exchange data between various third-party systems Resolve defects, and generally ensure accuracy, integrity, inter-operability and completeness of system Troubleshoot and debug to optimize performance Prepare and deliver software related documentation Provide timely updates to the web application Provide support and maintenance of existing software web application projects Respond to users in a timely manner Work with fellow software engineers to coordinate the development effort and ensure overall consistency in the coding and the interfacing between various components and sub-systems in order to achieve a full functioning solution. Work with consultants to craft user stories, assess feasibility and build demo showcase Work with consultants and senior engineers to develop test scenarios to ensure full functionality of system before user acceptance test Work with customers and partners, both internal and external where there will be collaboration for knowledge transfer. At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. Fresh graduate, or up to 2 years of relevant working experience Tech Stack Requirements: ASP.NET Framework 4.5 or .NET Core, C#, HTML, CSS, Javascript, SQL Server Good problem solving, logical reasoning, planning and time management skills Effective communication and technical writing skills Strong interest in software engineering Willingness to learn on the job, and constantly eager to learn new skills on one’s own Ability to work well in teams and also independently in a fast-paced environment Familiarity with mobile application development (with Xamarin) is a plus. Familiarity with backend API development (with .NET technologies) is a plus. Domain knowledge in accounting, or procurement, or inventory management, or leasing, or computerized maintenance management, or billing, or resource booking, or Enterprise Resource Planning is a plus Cell phone reimbursement Health insurance Professional development Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_156f88a6&cb=1658514996897&jobListingId=1007850377463&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-efb3291bc6601324-
A2000 Solutions Pte Ltd,3.5,Software Engineer,Singapore,"Design, develop and deploy business software applications (ASP.NET/C#) Systems analysis and integration of multi-solutions with our ERP suite Developing systems; complying with specifications and quality Develop, optimize and enhance in-house ERP system Degree in Computer-related field and/or 4 years equivalent work experience Experience in software application design and development Good knowledge in ERP/Business applications will be advantageous Good knowledge in architecture and system designs Good object-oriented system design skills; knowledge in UML tool Good presentation/communication skills in English Strong customer service orientation with attention to details",https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_27d6d5b8&cb=1658514996896&jobListingId=1008022765447&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-38c85627d51fd8ec-
UBS,3.9,Software Engineer/Developer,Singapore,"lead a team of software developers to provide technology solutions that will solve business problems and strengthen our position as digital leaders in financial services define current and future solutions in collaboration with solution architect provide technical expertise and recommendations in assessing new software projects and initiatives to support and enhance our existing applications and to develop best in class market data provisioning products. ensure that proper operational controls and procedures are implemented to process change from test to production with high quality and stability interact efficiently with our stakeholders and use your strong software development background, to assess change requests and define best possible solutions. provide hands-on solutions where needed. experience in leading a software development team. strong ability to take ownership and responsibility to drive change from requirement to production. very good background in modern software development, preferably in Java. design, plan and deliver solutions in a large scale enterprise environment good communication and presentation skills and you are used to interact with a wide variety of stakeholder agile framework knowledge is of advantage future tech – Microsoft Azure cloud experienced is welcomed. #LI-SG EFC-UBS",https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_d8117b3c&cb=1658514996898&jobListingId=1008000528383&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-2162e17e5c5292e7-
INTENSECOMP PTE. LTD.,NA,Software Engineer,Remote,Dental insurance Flexible schedule Professional development Work from home Monday to Friday 13th month salary Performance bonus Yearly bonus Software Programming: 1 year (Preferred) 50% (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_23b49a33&cb=1658514996900&jobListingId=1008010242891&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-cd8a37fc96a1abe9-
H2i Pte.Ltd.,NA,Junior Software Engineer,Singapore,"Full stack web development with a variety of languages including but not limited to JavaScript, NodeJS, Python etc. Work with front- and back-end software developers, data scientists and water management consultants on H2i’s software product developments Write and support code documentation Team player Eventually, you will have the opportunity to learn how to support and upgrade existing code and maintain software integrity Minimum 2 years of programming ability in one or more of JavaScript, NodeJS, or Python Experience in HTML/DOM/CSS Working knowledge in SQL and NOSQL databases Experience in version control with GitLab/GitHub Experience with unit- and integration testing (e.g. Mocha, Cucumber etc.) Experience in CI/ CD Experience in working with messaging queues for e.g. ActiveMQ, RabbitMQ and event streaming platforms e.g., Apache Kafka is a plus Experience in docker development and deployment Experience in cloud development stacks from AWS Experience in DevOps Write and support code documentation Basic experience with UX/UI tools like Figma",https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_bdbbaefa&cb=1658514996900&jobListingId=1007733181951&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-b3392dfbf5e69e96-
Indeed,4.4,Software Engineer I (multiple roles) - Job Seeker,Singapore,"
1+ years experience as a Software Engineer successfully tackling challenging problems at scale 
Solid knowledge of data structures and algorithms and excellent programming skills 
Experience with Java, Javascript, Typescript, React 
Demonstrated ability to operate as a high-performing member of a small, cross-functional team",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_61151844&cb=1658514996898&jobListingId=1007133972533&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-ebd90491e5a5306e-
Unravel Carbon Pte Ltd,NA,Backend Software Engineer,Singapore,"Building backend server applications using Flask/DJango framework Use tools like ElasticSearch to solve performance problems related to big data queries Perform data analysis and calculations on climate and carbon emissions data Research into NLP applied to interpret climate and carbon emissions data Research into machine learning applied to climate and carbon emissions data Willingness to learn, be a self-starter, and thrive in uncertainty; you would be one of the first employees at an early stage startup, be prepared to venture into unknown territory, collaborate and learn Meticulous and detail-oriented Required skills: Python Backend Development Frameworks (Flask, Django). Backend development in other languages/frameworks can be considered too NoSQL databases (DynamoDB, MongoDB) Running/managing Linux servers on Cloud services (AWS/GCS/Azure) Optional skills: Front End Web development (ReactJS, Vue) Python data science tools (Pandas, Numpy, Scipy) Python NLP tools Container management tools (Docker) Container orchestration tools (Kubernetes) SQL databases (MySQL) An understanding of agile product development Self exploration and self learning of the latest technologies and applying them to solving the technical challenges our team face Self -starter (proactive and independent) with an ability to prioritize different assignments and tasks to meet deadlines Comfortable working in a collaborative environment Eager to think outside of the box and creatively problem-solve Monday to Friday IT: 3 years (Preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a9135cc&cb=1658514996898&jobListingId=1008013558957&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-427962253a220f74-
"JPMorgan Chase Bank, N.A.",3.7,Software Engineer- Analyst,Singapore,"Bachelor's degree in Engineering, Computer Science or related disciplines. Minimum 1 year of software engineering experience, preferably within the Financial Services sector Enthusiastic, self-motivated, strong interest in learning, resilient Strong analytical and problem solving skills, bring innovative and new ideas to the table Comfortable multi-tasking with minimal supervision
 Ability to work in large, collaborative teams across geographical boundaries to achieve organizational goals Eagerness to take accountability/ownership of work, have real business impact, collaborate with a global community of developers sharing the technology and code base. Proficiency in one or more modern programming languages and willingness to pick up skill on new and legacy technology Understanding of Foreign exchange & Fixed Income products will be considered favorably",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_43dfa35a&cb=1658514996895&jobListingId=1008013614982&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-45f7cd136102f7cc-
Prudential,3.8,Software Engineer,Singapore,"Analyse business needs in order to design, develop and deliver applications to meet business objectives Provide application maintenance and support in accordance to Service Level Agreement Deliver applications in accordance to relevant IT policies and procedures Provide and share technical knowledge to other team members Independent and works well across different functions Excellent problem analysis skill. Innovative and creative in developing solutions Strong sense of drive and commitment to deliver on responsibilities Strong verbal and written communication skills Works well in a dynamic environment Ability and willingness to be hands-on Experience in 1 or more of the following technology 4-8 years in designing and developing and support applications. Experience in Agile software development Bachelor in Computer Science, Computer Engineering or equivalent Fluent written and spoken English",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_d445012d&cb=1658514996898&jobListingId=1007966172286&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-4eb7b79c55bc58b4-
amdocs,4.0,Software Engineer,Singapore,"You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications. You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable, and supportable, and demo the software products to stakeholders. You will investigate issues by reviewing/debugging code, provide fixes and workarounds, and review changes for operability to maintain existing software solutions. You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, and work with cross functional teams to achieve goals. You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements. You will be encouraged to actively look for innovation, continuous improvement, and efficiency in all assigned tasks. Bachelor's degree in Science/IT/Computer Science or equivalent 0-1 years Java experience (server side) on Linux/Unix/Windows Demonstrable experience with the Spring framework components - Spring Boot, MVC, Integration, Security, etc. Strong understanding of RESTful APIs and open systems You will be challenged to design and develop new software applications. You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth.",https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_4149dbdb&cb=1658514996897&jobListingId=1007671413842&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-41a33370b232cee9-
Shopee,3.8,Software Engineer Intern,Singapore,"
Gain first-hand experience working on Shopee’s leading platform to enhance the user experience 
Have the opportunity to work alongside top engineers to gain invaluable insights on how to build a scalable and high performance software platform 
A highly rewarding role as your contributions will directly impact the lives of millions of people in the region 
Gain insights into the Southeast Asian market and the internet industry 
Enhance coding skills and get exposed to new tools and programming languages 
Hands-on experience to apply computer science studies in a professional environment 
Improve presentation and communication (both oral and written) skills 
Interns with outstanding performance will be invited for a full-time position at Shopee 
Internship Openings: 
Backend 
Web Frontend 
Frontend (Mobile App) 
Mobile Apps (iOS) 
Mobile Apps (Android) 
Cloud Product Development 
TechOps 
Students who are currently pursuing a Bachelor’s degree in Computer Science or a related technical field 
Students in their second, third or final year of studies 
Please state your availability clearly in the comments section (Start date, End date, part-time min 3 days/week, or full-time) 
Please also state the openings (Backend, Web Frontend etc) that you would like to be considered for in the comments section 
Able to commit for at least 12 weeks (can start all year round) 
Please note that a copy of the most recent transcript must be submitted as part of the application",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff28b7c9&cb=1658514996895&jobListingId=1007550884344&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-b153d09fede07c06-
WSH EXPERTS PTE LTD,2.3,Software Engineer,Singapore,"Maintain and enhance IT applications which includes implementing new enhancements to the applications, troubleshoot live issues to identify causes of the problems and providing workable solution to fix the issues. Design and develop new IT application according to specifications provided. Perform iterative prototyping to introduce and enhance new features to the core system. Perform design, programming, integration, system testing, assist users in User Acceptance Test (UAT), and documentation. Generate unit tests and end-to-end test scripts to ensure nothing breaks upon deploying new features and maintain current automated scripts in Jenkins. Troubleshoot, identify, solve issues and develop automated test cases to prevent similar issues Must have at least 3 years of good working knowledge in the following areas: Web Application Client-side Technologies (e.g. JavaScript ES5/6, ReactJS, React Hooks, Redux, jQuery, HTML5/CSS, AJAX/JSON, NPM); Web Application Server-side Technologies (e.g. Asp.NET Core, Asp.NET MVC, C#); Web GIS Technologies (e.g. ArcGIS JavaScript API, ArcGIS Server REST API, GeoServer, PostGIS); Database technologies (e.g. Postgresql, MS SQL, Oracle); and Code version control system (Git). Must have good communication skills and the ability to: Understand and communicate in English, in speech and writing. Work with other members in a dynamic and fast-moving team. Work independently with minimum supervision. Work on own initiative and adhere to deadlines. Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fa1e8caf&cb=1658514996900&jobListingId=1007994102463&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-6ab91ef72c68d1e6-
Glints Singapore Pte Ltd,NA,Software Quality Engineer (MA),Singapore,"Work closely with the Lead/Senior QA Engineer and the Development team to design, develop and execute Functional/Performance/Security test cases and scripts for the in-house developed video analytics products Assist Product Manager to craft out user story acceptance criteria Develop and maintain manual and automation test plans for both Video Analytics models and Software Applications. This includes the monitoring and reporting of the models’ performance, functional correctness of the solution/application, tracking bug reports and resolution Work closely with DevOps team to ensure best practices are followed and provide solutions to improve existing infrastructure processes Evaluate new technologies and application testing-related tools, and provide recommendations on tools/processes that will enhance application functionality, performance and security capabilities Ensure good quality release as the products and solution are put into operation Learn and share knowledge in a multi-disciplinary team. Degree or Diploma in Computer Science, Computer or Electronics Engineering, Information Technology or related disciplines with min 3 years of practical QA experience Analytical and meticulous Good interpersonal skills and able to work as a team Good presentation and listening skills Hands-on experience test automation tools and frameworks such as Selenium, PyTest, JMeter etc. Good practical knowledge of Python, Java, JavaScript or other programming languages in Windows or Linux environment Experience in agile development environment Experience with continuous integration and continuous delivery, using Atlassian Bamboo or other similar tools will be an added advantage Certified Software Testing Professional and/or Certified Software Quality Analyst will be an added advantage Monday to Friday Quality assurance: 3 years (Preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1f0797ec&cb=1658514996898&jobListingId=1008018869107&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-868d605008f757ee-
D4L data4life gGmbH,3.9,Software Engineer (Front end) (f/m/d) - Singapore,Singapore,"Develop and improve our web applications and contribute to existing open source software Work on applications, which support researchers in improving the treatment of patients Get in touch with the latest technologies/concepts like Kubernetes and GraphQL Help to shape the product by bringing in new ideas for features and usage of technologies Excellent programming skills in JavaScript/TypeScript You are a team player who loves to share knowledge and ideas with your colleagues Experience in React or a similar UI framework Previous experience in contributing to open source software projects would also be a plus At least 2 years of relevant experience, however fresh Computer Science graduates will also be considered Strong analytical skills Fluency in English Currently based in Singapore Actively contribute to developing digital health solutions with a direct impact on the health and quality of life of others Nonprofit work with a purpose: With us, you will find a fulfilling and meaningful task in a nonprofit environment that will advance our society A diverse team of professionals from over 30 countries working together from 3 locations (Potsdam, Berlin and Singapore) Subsidized gym membership to encourage a healthy lifestyle A generous education budget of up to S$3000 and 2 education days per year (pro rata depending on your working hours) for courses, books, conferences, and your professional development Real Work-Life-Balance with flexible working hours and various remote work models (100% remote, hybrid, 100% office) Subsidized home broadband to support home and remote work locations Support for your mental health: Weekly digital meditation sessions, one-on-one psychological sessions or peer group sessions with Likeminded A first-class corporate health insurance that includes dental and maternity coverage Subsidized annual check-up, to encourage regular health screening Regular knowledge transfer through “all hands”, “town halls” and “Knowledge4Life” events Several employee driven initiatives, every new colleague is welcome to participate in (for example the “Climate initiative” or “Diversity, Equality & Inclusion”) An extensive and detailed on-boarding program to make your start at Data4Life as efficient and smooth as possible We especially welcome applicants from the LGBTQI+ community, people with a migration background, people of color, and individuals with disabilities or chronic illnesses to the team. If you need support or special assistance during the application or interview process due to a disability, please feel free to let us know and we are happy to accommodate you as much as possible.",https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=0000018227327c79bbfade7b3ea0c0c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f9c1a069&cb=1658514996900&jobListingId=1008001467246&jrtk=3-0-1g8jj4vbcitl0801-1g8jj4vbrgsol800-bc82f63fa1179134-
